stationId,imageDate,imgPath,meteoDate,dew,humidity,precipitation,roadCondition,temperature C bellow 5cm,temperature C 0cm,temperature C 20cm,temperature C 2m,warnings,wind direction,speed[m/s],imageDate_t,imageDate_ts,cluster,time
232-0,27/12/2018 11:30,/save/232-0/15/1545910215_232-0.jpg,27/12/2018 11:20,1.5,99.9,none,wet,0,3.1,0.0,1.5,none,224,0.0,27/12/2018 11:30,4102215,1,11:30:15
585-0,12/03/2019 11:27,/save/585-0/57/1552390057_585-0.jpg,12/03/2019 11:20,1.7,77.7,none,dry,0,9.8,7.5,5.3,none,259,2.4,12/03/2019 11:27,10582057,0,11:27:37
758-1,3/02/2019 13:36,/save/758-1/62/1549200962_758-1.jpg,3/02/2019 13:30,4.8,86.3,none,wet,0,9.2,5.8,7.0,none,5,0.0,3/02/2019 13:36,7392962,2,13:36:02
2445-0,21/02/2019 12:31,/save/2445-0/64/1550752264_2445-0.jpg,21/02/2019 12:30,6.1,99.7,unknown,moist,0,0.0,0.0,6.2,none,283,0.0,21/02/2019 12:31,8944264,0,12:31:04
344-0,7/03/2019 13:32,/save/344-0/62/1551965562_344-0.jpg,7/03/2019 14:30,0.0,42.2,none,dry,0,20.8,0.0,15.6,none/unknown,169,5.4,7/03/2019 13:32,10157562,0,13:32:42
VP1201-0,3/12/2018 12:30,/save/VP1201-0/2/1543840202_VP1201-0.jpg,3/12/2018 12:20,5.9,91.0,shower,saline,0,7.3,0.0,7.2,none,268,0.0,3/12/2018 12:30,2032202,3,12:30:02
VP1004-0,13/12/2018 13:20,/save/VP1004-0/5/1544707205_VP1004-0.jpg,13/12/2018 13:20,-0.2,97.0,shower,moist,0,2.2,0.0,0.3,none,34,2.5,13/12/2018 13:20,2899205,1,13:20:05
137-0,27/02/2019 11:14,/save/137-0/47/1551266047_137-0.jpg,27/02/2019 11:10,0.0,53.8,none,dry,0,12.9,11.7,9.0,none,232,3.2,27/02/2019 11:14,9458047,0,11:14:07
58-0,18/01/2019 12:30,/save/58-0/15/1547814615_58-0.jpg,18/01/2019 13:29,-2.4,82.1,none,moist,0,1.5,0.0,0.2,low warning,93,8.2,18/01/2019 12:30,6006615,2,12:30:15
296-0,28/01/2019 11:45,/save/296-0/44/1548675944_296-0.jpg,28/01/2019 11:30,-0.7,70.3,none,dry,0,6.5,4.4,4.3,none,210,0.0,28/01/2019 11:45,6867944,2,11:45:44
68-0,28/11/2018 12:10,/save/68-0/26/1543407026_68-0.jpg,28/11/2018 12:10,-3.4,77.3,none,dry,0,3.8,-0.4,0.2,none,76,0.1,28/11/2018 12:10,1599026,3,12:10:26
179-0,16/12/2018 13:30,/save/179-0/41/1544967041_179-0.jpg,16/12/2018 13:30,-1.2,99.4,none,wet,0,6.2,-1.2,-1.1,none,196,0.0,16/12/2018 13:30,3159041,1,13:30:41
2013-0,30/11/2018 11:35,/save/2013-0/0/1543577700_2013-0.jpg,30/11/2018 11:33,-10.4,52.8,unknown,dry,0,1.0,0.0,-1.9,none,164,0.0,30/11/2018 11:35,1769700,3,11:35:00
68-0,16/11/2018 13:10,/save/68-0/24/1542373824_68-0.jpg,16/11/2018 13:10,-0.9,70.7,none,dry,0,7.0,4.0,4.0,none,157,0.5,16/11/2018 13:10,565824,3,13:10:24
1157-0,7/02/2019 12:05,/save/1157-0/20/1549541120_1157-0.jpg,7/02/2019 12:00,-5.5,36.5,none,dry,0,10.7,0.0,8.5,none,101,1.8,7/02/2019 12:05,7733120,2,12:05:20
1490-0,9/02/2019 13:53,/save/1490-0/83/1549720383_1490-0.jpg,9/02/2019 13:50,-0.1,63.9,intense,wet,0,7.5,6.1,6.3,none,245,0.0,9/02/2019 13:53,7912383,2,13:53:03
146-0,20/11/2018 11:25,/save/146-0/0/1542713100_146-0.jpg,20/11/2018 11:20,-2.5,81.3,none,dry,0,4.0,1.4,0.3,none/unknown,86,4.2,20/11/2018 11:25,905100,3,11:25:00
758-1,12/01/2019 11:45,/save/758-1/30/1547293530_758-1.jpg,12/01/2019 11:30,0.2,99.1,none,saline,0,2.1,0.2,0.4,none,355,0.0,12/01/2019 11:45,5485530,2,11:45:30
1437-0,13/02/2019 12:32,/save/1437-0/22/1550061122_1437-0.jpg,13/02/2019 12:30,3.6,99.9,none,dry,0,3.7,3.3,3.6,none,302,0.0,13/02/2019 12:32,8253122,0,12:32:02
1488-0,21/01/2019 11:35,/save/1488-0/19/1548070519_1488-0.jpg,21/01/2019 11:30,-4.6,99.2,none,moist,0,-0.4,-2.5,-4.5,medium warning,157,0.0,21/01/2019 11:35,6262519,2,11:35:19
1067-0,27/12/2018 11:32,/save/1067-0/58/1545910358_1067-0.jpg,27/12/2018 11:20,5.2,99.0,none,wet,0,6.9,0.0,5.4,none,236,4.7,27/12/2018 11:32,4102358,1,11:32:38
1090-0,23/11/2018 13:07,/save/1090-0/58/1542978458_1090-0.jpg,23/11/2018 13:10,3.2,99.3,none,dry,0,3.9,4.6,3.3,none,131,3.0,23/11/2018 13:07,1170458,3,13:07:38
VP1201-0,21/11/2018 12:30,/save/VP1201-0/2/1542803402_VP1201-0.jpg,21/11/2018 12:30,-1.8,93.0,none,saline,0,1.1,0.0,-0.9,none,85,0.0,21/11/2018 12:30,995402,3,12:30:02
296-0,22/01/2019 11:25,/save/296-0/32/1548156332_296-0.jpg,22/01/2019 11:20,-6.3,69.8,none,dry,0,1.4,-0.8,-1.4,none,143,0.8,22/01/2019 11:25,6348332,2,11:25:32
259-1,25/02/2019 11:37,/save/259-1/56/1551094656_259-1.jpg,25/02/2019 11:30,2.0,71.9,none,dry,0,14.8,14.6,6.8,none,254,1.3,25/02/2019 11:37,9286656,0,11:37:36
1181-0,2/03/2019 11:18,/save/1181-0/8/1551525508_1181-0.jpg,2/03/2019 11:30,-10.7,34.6,none,dry,0,11.5,0.0,3.4,none,293,0.0,2/03/2019 11:18,9717508,0,11:18:28
1082-0,22/02/2019 12:11,/save/1082-0/72/1550837472_1082-0.jpg,22/02/2019 12:00,-7.5,61.0,none,dry,0,4.3,0.0,-1.0,none,65,3.5,22/02/2019 12:11,9029472,0,12:11:12
283-0,30/01/2019 12:27,/save/283-0/20/1548851220_283-0.jpg,30/01/2019 12:30,0.0,1.3,none,moist,0,0.0,2.6,2.3,none,138,2.6,30/01/2019 12:27,7043220,2,12:27:00
1157-0,12/01/2019 11:25,/save/1157-0/15/1547292315_1157-0.jpg,12/01/2019 11:20,-1.3,75.1,none,saline,0,2.6,0.0,2.6,none,290,1.9,12/01/2019 11:25,5484315,2,11:25:15
1490-0,26/01/2019 12:12,/save/1490-0/20/1548504720_1490-0.jpg,26/01/2019 12:10,-5.9,78.7,shower,moist,0,0.2,-1.6,-2.6,high danger,102,0.0,26/01/2019 12:12,6696720,2,12:12:00
283-0,19/01/2019 12:29,/save/283-0/86/1547900986_283-0.jpg,19/01/2019 12:30,0.0,1.3,none,moist,0,0.0,2.2,1.7,none,238,1.5,19/01/2019 12:29,6092986,2,12:29:46
1488-0,10/01/2019 13:55,/save/1488-0/16/1547128516_1488-0.jpg,10/01/2019 13:50,-7.7,93.8,none,wet,0,-4.6,-2.9,-6.9,slippery danger,316,0.0,10/01/2019 13:55,5320516,2,13:55:16
2013-0,16/11/2018 12:15,/save/2013-0/12/1542370512_2013-0.jpg,16/11/2018 12:15,3.5,97.0,unknown,dry,0,6.7,0.0,3.9,none,147,2.1,16/11/2018 12:15,562512,3,12:15:12
146-0,15/11/2018 12:46,/save/146-0/92/1542285992_146-0.jpg,15/11/2018 12:40,3.3,73.5,none,dry,0,12.6,9.6,7.8,none/unknown,353,0.7,15/11/2018 12:46,477992,3,12:46:32
1181-0,3/03/2019 12:48,/save/1181-0/28/1551617328_1181-0.jpg,3/03/2019 12:50,2.6,67.9,none,dry,0,10.2,0.0,8.2,none,251,0.0,3/03/2019 12:48,9809328,0,12:48:48
67-0,12/12/2018 13:36,/save/67-0/75/1544621775_67-0.jpg,12/12/2018 14:33,-0.5,93.7,unknown,saline,0,2.2,0.0,0.2,none,214,1.4,12/12/2018 13:36,2813775,1,13:36:15
758-1,1/02/2019 11:23,/save/758-1/31/1549020231_758-1.jpg,1/02/2019 11:10,-1.8,64.0,none,dry,0,8.8,-0.9,4.4,none,176,4.8,1/02/2019 11:23,7212231,2,11:23:51
67-0,21/12/2018 12:48,/save/67-0/84/1545396484_67-0.jpg,21/12/2018 13:44,0.6,85.6,unknown,saline,0,3.6,0.0,2.7,none,27,4.3,21/12/2018 12:48,3588484,1,12:48:04
1242-0,15/02/2019 12:30,/save/1242-0/35/1550233835_1242-0.jpg,15/02/2019 12:30,3.0,73.4,none,dry,0,10.9,0.0,7.6,none,63,0.7,15/02/2019 12:30,8425835,0,12:30:35
569-1,15/11/2018 13:54,/save/569-1/99/1542290099_569-1.jpg,15/11/2018 13:50,6.2,88.5,none,dry,0,11.1,11.3,8.0,none,169,0.9,15/11/2018 13:54,482099,3,13:54:59
758-1,28/01/2019 11:22,/save/758-1/25/1548674525_758-1.jpg,28/01/2019 11:20,1.7,99.1,shower,wet,0,3.4,0.3,1.9,none,126,0.5,28/01/2019 11:22,6866525,2,11:22:05
VP1203-0,8/03/2019 11:10,/save/VP1203-0/2/1552043402_VP1203-0.jpg,8/03/2019 11:10,1.1,42.0,none,dry,0,19.9,0.0,13.8,none,54,0.0,8/03/2019 11:10,10235402,0,11:10:02
759-0,5/02/2019 11:25,/save/759-0/26/1549365926_759-0.jpg,5/02/2019 11:20,-2.6,65.1,none,dry,0,9.9,0.0,3.3,none,190,1.2,5/02/2019 11:25,7557926,2,11:25:26
1437-0,20/02/2019 12:32,/save/1437-0/21/1550665921_1437-0.jpg,20/02/2019 12:30,2.4,72.4,none,dry,0,11.8,7.4,7.1,none,301,0.0,20/02/2019 12:32,8857921,0,12:32:01
1960-1,17/12/2018 12:25,/save/1960-1/0/1545049500_1960-1.jpg,17/12/2018 12:20,-2.1,99.7,none,moist,0,1.0,-1.5,-2.0,very low warning,257,0.0,17/12/2018 12:25,3241500,1,12:25:00
296-0,27/02/2019 12:25,/save/296-0/13/1551270313_296-0.jpg,27/02/2019 12:20,4.0,51.3,none,dry,0,18.7,13.2,14.0,none,273,0.1,27/02/2019 12:25,9462313,0,12:25:13
55-1,3/03/2019 12:36,/save/55-1/64/1551616564_55-1.jpg,3/03/2019 13:36,1.8,77.6,none,dry,0,7.1,0.0,5.4,none,237,4.0,3/03/2019 12:36,9808564,0,12:36:04
1960-1,11/12/2018 11:45,/save/1960-1/0/1544528700_1960-1.jpg,11/12/2018 11:40,2.2,99.7,none,moist,0,4.6,2.2,2.2,none,135,1.0,11/12/2018 11:45,2720700,1,11:45:00
1093-0,30/01/2019 13:47,/save/1093-0/57/1548856057_1093-0.jpg,30/01/2019 13:50,-0.2,88.8,none,wet,0,3.9,1.8,1.4,none,68,2.7,30/01/2019 13:47,7048057,2,13:47:37
1490-0,26/01/2019 13:12,/save/1490-0/20/1548508320_1490-0.jpg,26/01/2019 13:10,-5.8,78.8,intense,wet,0,-0.5,-1.8,-2.6,high danger,101,0.0,26/01/2019 13:12,6700320,2,13:12:00
296-0,30/01/2019 13:05,/save/296-0/35/1548853535_296-0.jpg,30/01/2019 13:00,-4.0,63.8,none,dry,0,4.0,1.6,2.2,none,104,0.0,30/01/2019 13:05,7045535,2,13:05:35
VP1004-0,10/12/2018 11:40,/save/VP1004-0/4/1544442004_VP1004-0.jpg,10/12/2018 11:40,1.6,87.0,none,dry,0,4.6,0.0,3.5,none,281,6.0,10/12/2018 11:40,2634004,1,11:40:04
1067-0,10/12/2018 13:52,/save/1067-0/58/1544449958_1067-0.jpg,10/12/2018 13:40,2.9,99.0,none,wet,0,4.7,0.0,3.1,none,276,1.9,10/12/2018 13:52,2641958,1,13:52:38
758-1,9/02/2019 11:41,/save/758-1/1/1549712501_758-1.jpg,9/02/2019 11:30,-1.8,66.2,none,dry,0,6.7,0.2,3.9,none,185,6.5,9/02/2019 11:41,7904501,2,11:41:41
851-0,19/01/2019 13:47,/save/851-0/56/1547905656_851-0.jpg,19/01/2019 13:40,-6.9,52.0,none,dry,0,1.2,2.7,1.2,none/unknown,303,3.0,19/01/2019 13:47,6097656,2,13:47:36
137-0,11/02/2019 12:53,/save/137-0/84/1549889584_137-0.jpg,11/02/2019 12:50,2.4,78.5,none,wet,0,7.1,5.9,5.9,none,218,2.7,11/02/2019 12:53,8081584,0,12:53:04
232-0,28/12/2018 13:10,/save/232-0/15/1546002615_232-0.jpg,28/12/2018 13:00,1.4,99.9,shower,wet,0,3.2,0.0,1.4,none,22,0.0,28/12/2018 13:10,4194615,1,13:10:15
569-0,11/01/2019 13:43,/save/569-0/7/1547214207_569-0.jpg,11/01/2019 13:30,-0.8,96.5,snow,saline,0,1.1,0.9,-0.4,medium warning,83,2.0,11/01/2019 13:43,5406207,2,13:43:27
585-0,1/03/2019 12:22,/save/585-0/57/1551442957_585-0.jpg,1/03/2019 12:20,2.7,73.5,none,dry,0,12.5,9.4,7.2,none,352,2.4,1/03/2019 12:22,9634957,0,12:22:37
757-1,29/11/2018 13:45,/save/757-1/35/1543499135_757-1.jpg,29/11/2018 13:40,-8.2,69.3,none,dry,0,-1.5,-2.1,-3.4,low warning,235,1.0,29/11/2018 13:45,1691135,3,13:45:35
232-0,14/12/2018 12:30,/save/232-0/15/1544790615_232-0.jpg,14/12/2018 12:20,-4.3,99.9,none,moist,0,-0.5,0.0,-4.3,medium warning,123,0.0,14/12/2018 12:30,2982615,1,12:30:15
494-0,20/01/2019 12:10,/save/494-0/15/1547986215_494-0.jpg,20/01/2019 12:10,-2.6,99.0,none,dry,0,1.9,2.4,-2.5,very low warning,338,1.7,20/01/2019 12:10,6178215,2,12:10:15
346-0,17/11/2018 13:05,/save/346-0/15/1542459915_346-0.jpg,17/11/2018 13:00,-1.9,69.8,none,dry,0,11.5,5.3,3.1,none,121,1.4,17/11/2018 13:05,651915,3,13:05:15
609-0,11/12/2018 13:18,/save/609-0/21/1544534321_609-0.jpg,11/12/2018 13:20,2.6,99.0,none,wet,0,5.2,3.3,2.8,none,346,1.0,11/12/2018 13:18,2726321,1,13:18:41
575-0,24/01/2019 13:10,/save/575-0/31/1548335431_575-0.jpg,24/01/2019 13:10,-7.4,89.7,none,dry,0,-1.7,-3.9,-6.0,none,99,2.9,24/01/2019 13:10,6527431,2,13:10:31
2445-0,11/03/2019 12:45,/save/2445-0/30/1552308330_2445-0.jpg,11/03/2019 12:40,2.9,87.8,unknown,dry,0,0.0,0.0,4.7,none,267,0.0,11/03/2019 12:45,10500330,0,12:45:30
1239-0,5/12/2018 13:05,/save/1239-0/52/1544015152_1239-0.jpg,5/12/2018 13:10,-1.2,84.1,none,moist,0,3.9,0.0,1.2,none,75,0.6,5/12/2018 13:05,2207152,3,13:05:52
192-0,17/02/2019 13:33,/save/192-0/82/1550410382_192-0.jpg,17/02/2019 13:20,1.9,73.3,intense,wet,0,10.6,7.4,6.4,none,276,0.5,17/02/2019 13:33,8602382,0,13:33:02
296-0,15/01/2019 11:25,/save/296-0/30/1547551530_296-0.jpg,15/01/2019 11:20,0.3,93.3,continuous,wet,0,1.9,0.8,1.3,very low warning,271,1.6,15/01/2019 11:25,5743530,2,11:25:30
1881-0,11/02/2019 12:53,/save/1881-0/83/1549889583_1881-0.jpg,11/02/2019 12:50,1.2,68.4,none,dry,0,9.7,7.1,6.7,none,244,0.0,11/02/2019 12:53,8081583,0,12:53:03
55-1,13/03/2019 11:58,/save/55-1/84/1552478284_55-1.jpg,13/03/2019 12:56,0.3,76.3,none,dry,0,8.0,0.0,4.1,none,241,6.3,13/03/2019 11:58,10670284,0,11:58:04
344-0,27/02/2019 11:33,/save/344-0/81/1551267181_344-0.jpg,27/02/2019 12:30,0.0,60.0,none,dry,0,15.5,0.0,7.9,none/unknown,242,2.7,27/02/2019 11:33,9459181,0,11:33:01
2445-0,20/02/2019 11:25,/save/2445-0/55/1550661955_2445-0.jpg,20/02/2019 11:20,2.4,69.0,unknown,dry,0,0.0,0.0,7.8,none,311,0.0,20/02/2019 11:25,8853955,0,11:25:55
1239-0,17/11/2018 12:30,/save/1239-0/27/1542457827_1239-0.jpg,17/11/2018 12:30,-7.8,46.2,none,dry,0,9.8,0.0,2.7,none,205,2.9,17/11/2018 12:30,649827,3,12:30:27
1157-0,24/01/2019 13:30,/save/1157-0/8/1548336608_1157-0.jpg,24/01/2019 13:20,-8.7,76.4,unknown,saline,0,-3.0,0.0,-5.3,high danger,70,0.7,24/01/2019 13:30,6528608,2,13:30:08
296-0,14/01/2019 13:05,/save/296-0/31/1547471131_296-0.jpg,14/01/2019 13:00,-6.0,57.0,none,dry,0,3.0,0.3,1.7,none,293,1.5,14/01/2019 13:05,5663131,2,13:05:31
1181-0,24/02/2019 12:36,/save/1181-0/76/1551011776_1181-0.jpg,24/02/2019 12:30,-8.5,40.7,none,dry,0,10.1,0.0,3.6,none,276,0.0,24/02/2019 12:36,9203776,0,12:36:16
283-0,25/01/2019 13:29,/save/283-0/86/1548422986_283-0.jpg,25/01/2019 13:30,0.0,1.2,none,saline,0,0.0,-2.0,-2.8,slippery danger,238,3.8,25/01/2019 13:29,6614986,2,13:29:46
55-1,16/02/2019 13:16,/save/55-1/87/1550322987_55-1.jpg,16/02/2019 14:15,3.6,96.8,none,dry,0,5.4,0.0,4.1,none,224,2.7,16/02/2019 13:16,8514987,0,13:16:27
2014-1,19/12/2018 12:35,/save/2014-1/0/1545222900_2014-1.jpg,19/12/2018 12:35,0.0,95.4,unknown,dry,0,5.5,0.0,-1.9,none,64,3.1,19/12/2018 12:35,3414900,1,12:35:00
1067-0,28/12/2018 12:32,/save/1067-0/58/1546000358_1067-0.jpg,28/12/2018 12:30,4.3,85.8,none,wet,0,7.1,0.0,6.6,none,293,3.9,28/12/2018 12:32,4192358,1,12:32:38
137-0,25/02/2019 12:14,/save/137-0/45/1551096845_137-0.jpg,25/02/2019 12:10,1.4,59.2,none,dry,0,13.5,12.2,9.0,none,282,1.9,25/02/2019 12:14,9288845,0,12:14:05
232-0,10/12/2018 12:50,/save/232-0/12/1544446212_232-0.jpg,10/12/2018 12:40,-1.6,84.5,none,saline,0,2.3,0.0,0.8,none,14,0.0,10/12/2018 12:50,2638212,1,12:50:12
1437-0,17/02/2019 13:32,/save/1437-0/21/1550410321_1437-0.jpg,17/02/2019 13:30,5.8,83.5,none,dry,0,10.3,8.5,8.5,none,320,0.0,17/02/2019 13:32,8602321,0,13:32:01
759-0,23/01/2019 13:05,/save/759-0/30/1548248730_759-0.jpg,23/01/2019 13:00,-7.0,99.0,none,dry,0,-3.1,-2.8,-6.9,high danger,281,0.0,23/01/2019 13:05,6440730,2,13:05:30
51-0,24/11/2018 12:14,/save/51-0/63/1543061663_51-0.jpg,24/11/2018 13:10,5.1,88.4,unknown,wet,0,7.2,0.0,6.9,none,144,4.3,24/11/2018 12:14,1253663,3,12:14:23
1454-0,24/01/2019 13:32,/save/1454-0/60/1548336760_1454-0.jpg,24/01/2019 13:30,0.0,0.0,none,dry,0,-2.0,-0.5,-6.0,none,21,1.4,24/01/2019 13:32,6528760,2,13:32:40
51-0,12/11/2018 12:42,/save/51-0/69/1542026569_51-0.jpg,12/11/2018 13:38,12.4,99.9,none,dry,0,14.2,0.0,12.4,none,59,0.6,12/11/2018 12:42,218569,3,12:42:49
575-0,25/01/2019 12:05,/save/575-0/26/1548417926_575-0.jpg,25/01/2019 12:00,-7.1,81.1,none,saline,0,0.0,-1.0,-4.3,medium warning,338,1.5,25/01/2019 12:05,6609926,2,12:05:26
1521-0,10/02/2019 11:29,/save/1521-0/76/1549798176_1521-0.jpg,10/02/2019 11:30,5.3,99.6,continuous,wet,0,7.2,5.6,5.3,none,198,0.1,10/02/2019 11:29,7990176,2,11:29:36
569-0,24/01/2019 13:55,/save/569-0/23/1548338123_569-0.jpg,24/01/2019 14:00,-8.0,76.5,none,dry,0,-2.0,-3.0,-4.6,low warning,100,0.0,24/01/2019 13:55,6530123,2,13:55:23
569-1,29/11/2018 13:17,/save/569-1/50/1543497450_569-1.jpg,29/11/2018 13:10,-7.1,52.3,none,dry,0,2.8,4.4,1.6,none,23,0.2,29/11/2018 13:17,1689450,3,13:17:30
283-0,10/01/2019 12:11,/save/283-0/12/1547122312_283-0.jpg,10/01/2019 12:10,0.0,1.3,none,wet,0,0.0,0.0,0.5,medium warning,54,5.6,10/01/2019 12:11,5314312,2,12:11:52
1181-0,28/02/2019 11:14,/save/1181-0/86/1551352486_1181-0.jpg,28/02/2019 11:10,-1.5,35.3,none,dry,0,13.6,0.0,13.5,none,305,2.1,28/02/2019 11:14,9544486,0,11:14:46
119-0,26/01/2019 12:52,/save/119-0/20/1548507120_119-0.jpg,26/01/2019 12:50,-6.9,73.0,continuous,wet,0,-0.5,-1.9,-2.6,high danger,198,0.8,26/01/2019 12:52,6699120,2,12:52:00
494-0,15/01/2019 11:10,/save/494-0/15/1547550615_494-0.jpg,15/01/2019 11:10,-1.7,99.1,none,dry,0,0.9,3.1,-1.6,very low warning,251,3.4,15/01/2019 11:10,5742615,2,11:10:15
192-0,3/03/2019 11:14,/save/192-0/40/1551611640_192-0.jpg,3/03/2019 11:00,-0.2,67.1,intense,wet,0,9.0,5.7,5.4,none,235,2.7,3/03/2019 11:14,9803640,0,11:14:00
1881-0,3/03/2019 11:34,/save/1881-0/42/1551612842_1881-0.jpg,3/03/2019 11:30,2.0,63.3,none,dry,0,13.1,9.8,8.6,none,213,0.0,3/03/2019 11:34,9804842,0,11:34:02
1093-0,6/02/2019 12:27,/save/1093-0/56/1549456056_1093-0.jpg,6/02/2019 12:20,-4.1,56.2,none,dry,0,7.8,4.3,3.8,none,344,1.9,6/02/2019 12:27,7648056,2,12:27:36
1093-0,17/01/2019 12:27,/save/1093-0/56/1547728056_1093-0.jpg,17/01/2019 12:30,-1.6,72.8,none,dry,0,3.6,3.1,2.7,none,231,4.4,17/01/2019 12:27,5920056,2,12:27:36
2445-0,6/03/2019 13:45,/save/2445-0/38/1551879938_2445-0.jpg,6/03/2019 13:40,1.1,54.5,unknown,dry,0,0.0,0.0,10.0,none,209,0.0,6/03/2019 13:45,10071938,0,13:45:38
609-0,17/12/2018 13:36,/save/609-0/90/1545053790_609-0.jpg,17/12/2018 13:40,-1.7,84.3,none,wet,0,3.0,1.1,0.6,none,188,0.2,17/12/2018 13:36,3245790,1,13:36:30
296-0,6/03/2019 13:00,/save/296-0/5/1551877205_296-0.jpg,6/03/2019 13:00,-0.2,47.8,none,dry,0,15.8,10.6,10.6,none,189,2.1,6/03/2019 13:00,10069205,0,13:00:05
258-0,10/03/2019 11:32,/save/258-0/55/1552217555_258-0.jpg,10/03/2019 11:30,1.0,67.8,none,dry,0,13.0,5.9,6.6,none,166,0.0,10/03/2019 11:32,10409555,0,11:32:35
569-0,7/02/2019 12:37,/save/569-0/27/1549543027_569-0.jpg,7/02/2019 12:40,-7.1,45.8,none,dry,0,7.3,5.8,3.4,none,349,2.1,7/02/2019 12:37,7735027,2,12:37:07
296-0,10/03/2019 13:05,/save/296-0/3/1552223103_296-0.jpg,10/03/2019 13:00,4.0,91.4,continuous,wet,0,8.1,5.9,5.3,none,208,0.0,10/03/2019 13:05,10415103,0,13:05:03
67-0,11/12/2018 12:32,/save/67-0/44/1544531544_67-0.jpg,11/12/2018 13:28,-0.4,94.9,unknown,wet,0,2.3,0.0,0.2,slippery danger,53,2.2,11/12/2018 12:32,2723544,1,12:32:24
1454-0,8/02/2019 11:32,/save/1454-0/59/1549625559_1454-0.jpg,8/02/2019 11:30,5.3,99.9,none,dry,0,13.0,0.0,5.3,none,189,0.7,8/02/2019 11:32,7817559,2,11:32:39
344-0,6/03/2019 12:12,/save/344-0/21/1551874321_344-0.jpg,6/03/2019 13:10,0.0,41.5,none,dry,0,19.4,0.0,10.4,none/unknown,189,3.1,6/03/2019 12:12,10066321,0,12:12:01
569-0,22/01/2019 11:25,/save/569-0/26/1548156326_569-0.jpg,22/01/2019 11:20,-6.2,64.9,none,dry,0,1.9,2.7,-0.5,very low warning,7,0.3,22/01/2019 11:25,6348326,2,11:25:26
192-0,8/03/2019 11:34,/save/192-0/40/1552044840_192-0.jpg,8/03/2019 11:20,-1.3,43.2,intense,wet,0,17.3,12.4,10.6,none,250,6.9,8/03/2019 11:34,10236840,0,11:34:00
1093-0,22/01/2019 13:07,/save/1093-0/56/1548162456_1093-0.jpg,22/01/2019 13:00,-8.2,77.1,none,dry,0,-0.6,-2.8,-4.9,low warning,78,3.5,22/01/2019 13:07,6354456,2,13:07:36
494-0,15/01/2019 12:50,/save/494-0/15/1547556615_494-0.jpg,15/01/2019 12:50,-1.5,99.1,continuous,wet,0,0.2,3.1,-1.4,icing danger,258,3.0,15/01/2019 12:50,5748615,2,12:50:15
232-0,11/12/2018 13:30,/save/232-0/13/1544535013_232-0.jpg,11/12/2018 13:30,-1.2,94.8,none,wet,0,2.0,0.0,-0.4,very low warning,259,0.0,11/12/2018 13:30,2727013,1,13:30:13
53-0,12/11/2018 12:34,/save/53-0/68/1542026068_53-0.jpg,12/11/2018 13:21,11.0,78.0,unknown,dry,0,14.6,0.0,14.7,none,164,0.0,12/11/2018 12:34,218068,3,12:34:28
296-0,10/02/2019 11:25,/save/296-0/8/1549797908_296-0.jpg,10/02/2019 11:20,1.4,58.2,none,dry,0,10.6,8.7,9.3,none,185,3.4,10/02/2019 11:25,7989908,2,11:25:08
119-0,28/01/2019 12:53,/save/119-0/82/1548679982_119-0.jpg,28/01/2019 12:40,-2.3,70.6,none,dry,0,5.4,4.2,2.6,none,132,0.5,28/01/2019 12:53,6871982,2,12:53:02
1181-0,23/02/2019 13:08,/save/1181-0/85/1550927285_1181-0.jpg,23/02/2019 13:10,-13.5,37.6,none,dry,0,6.6,0.0,-0.9,none,38,0.0,23/02/2019 13:08,9119285,0,13:08:05
1960-1,14/12/2018 11:45,/save/1960-1/0/1544787900_1960-1.jpg,14/12/2018 11:40,-0.6,99.7,none,dry,0,3.3,-0.3,-0.6,none,357,0.4,14/12/2018 11:45,2979900,1,11:45:00
195-0,13/12/2018 13:50,/save/195-0/8/1544709008_195-0.jpg,13/12/2018 13:50,0.3,88.8,none,dry,0,2.7,1.8,2.0,none,344,1.1,13/12/2018 13:50,2901008,1,13:50:08
296-0,10/03/2019 12:05,/save/296-0/4/1552219504_296-0.jpg,10/03/2019 12:00,3.3,88.2,continuous,wet,0,8.2,5.7,5.1,none,200,0.0,10/03/2019 12:05,10411504,0,12:05:04
51-0,28/11/2018 13:50,/save/51-0/17/1543413017_51-0.jpg,28/11/2018 14:46,0.6,85.1,none,dry,0,3.7,0.0,2.9,none,52,2.2,28/11/2018 13:50,1605017,3,13:50:17
1067-0,20/12/2018 13:12,/save/1067-0/58/1545311558_1067-0.jpg,20/12/2018 13:00,2.0,99.0,none,wet,0,3.5,0.0,2.2,none,133,1.9,20/12/2018 13:12,3503558,1,13:12:38
68-0,27/11/2018 12:10,/save/68-0/26/1543320626_68-0.jpg,27/11/2018 12:00,-0.8,79.5,none,dry,0,5.7,2.0,2.4,none,357,0.5,27/11/2018 12:10,1512626,3,12:10:26
1215-0,4/03/2019 13:25,/save/1215-0/19/1551705919_1215-0.jpg,4/03/2019 13:20,7.6,62.4,none,dry,0,17.3,0.0,14.8,none,115,0.0,4/03/2019 13:25,9897919,0,13:25:19
232-0,10/12/2018 11:50,/save/232-0/13/1544442613_232-0.jpg,10/12/2018 11:40,-0.5,94.3,none,saline,0,2.0,0.0,0.3,very low warning,8,0.0,10/12/2018 11:50,2634613,1,11:50:13
